Index,Spp_GUID,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,Index,Species
-2147483648,11814be3-77a6-47b6-8deb-de4bea486b09,L,TO,,22,,,,,,-2147483648,PIJE
-2147483647,11814be3-77a6-47b6-8deb-de4bea486b09,L,SE,,0.5,,,,,,-2147483647,PIJE
-2147483646,35344058-051f-4a17-a61e-06c1db5a823c,L,TO,,2,,,,,,-2147483646,ABCO
-2147483645,35344058-051f-4a17-a61e-06c1db5a823c,L,SE,,0.5,,,,,,-2147483645,ABCO
-2147483644,35344058-051f-4a17-a61e-06c1db5a823c,D,SE,,0.5,,,,,,-2147483644,ABCO
-2147483643,6c6f8814-49f7-468c-8b5f-e6d0c01215a6,L,SM,,1.5,,,,,,-2147483643,ARPA6
-2147483642,2d19ee3a-1a2e-4fe4-8cbd-95a024a0e627,L,NA,,0.5,,,,,,-2147483642,PECA3
-2147483641,0b2e8fe9-8309-4ab4-807f-f1db3a10ecf5,L,NA,,0.5,,,,,,-2147483641,MONAR2
-2147483640,16bfb66b-549a-42fc-9a87-2ea8a6971d72,L,NA,,0.5,,,,,,-2147483640,LOTUS
