Index,Spp_GUID,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,Index,Species
-2147483648,11814be3-77a6-47b6-8deb-de4bea486b09,L,TO,,30,,,,,,-2147483648,PIJE
-2147483647,35344058-051f-4a17-a61e-06c1db5a823c,L,SE,,0.5,,,,,,-2147483647,ABCO
-2147483646,11814be3-77a6-47b6-8deb-de4bea486b09,L,SE,,0.5,,,,,,-2147483646,PIJE
-2147483645,74c27fa4-6203-45d0-9943-948972962762,L,NA,,0.5,,,,,,-2147483645,ERWR
-2147483644,0b2e8fe9-8309-4ab4-807f-f1db3a10ecf5,L,NA,,0.5,,,,,,-2147483644,MONAR2
-2147483643,2d19ee3a-1a2e-4fe4-8cbd-95a024a0e627,L,NA,,0.5,,,,,,-2147483643,PECA3
