IsVerified,QTR,SubFrac,TagNo,Spp_GUID,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
TRUE,,1,401,35344058-051f-4a17-a61e-06c1db5a823c,L,41.45,16.4,56.1,C,7.2,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
TRUE,,1,402,35344058-051f-4a17-a61e-06c1db5a823c,D,46.5,5.6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
TRUE,,1,409,35344058-051f-4a17-a61e-06c1db5a823c,L,33.9,14,67.9,C,4.5,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
TRUE,,1,410,35344058-051f-4a17-a61e-06c1db5a823c,L,37.05,13.9,71.2,C,4,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
TRUE,,1,411,35344058-051f-4a17-a61e-06c1db5a823c,L,25.9,9.8,78.6,I,2.1,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
TRUE,,1,412,35344058-051f-4a17-a61e-06c1db5a823c,L,14.75,6,66.7,S,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO
