Index,Spp_GUID,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,Index,Species
-2147483648,11814be3-77a6-47b6-8deb-de4bea486b09,L,TO,,10,,,,,,-2147483648,PIJE
-2147483647,35344058-051f-4a17-a61e-06c1db5a823c,L,SE,,0.5,,,,,,-2147483647,ABCO
-2147483646,c7392581-5954-4ea3-b9eb-907a9976655b,L,LW,,1,,,,,,-2147483646,CECO
-2147483645,c7392581-5954-4ea3-b9eb-907a9976655b,L,MD,,33,,,,,,-2147483645,CECO
-2147483644,6c6f8814-49f7-468c-8b5f-e6d0c01215a6,L,MD,,2,,,,,,-2147483644,ARPA6
-2147483643,bdd2a428-7bfa-4998-bc21-138b9c0d37ff,L,LW,,2,,,,,,-2147483643,CHSE11
-2147483642,0b2e8fe9-8309-4ab4-807f-f1db3a10ecf5,L,NA,,0.5,,,,,,-2147483642,MONAR2
-2147483641,989b6064-4755-4e1c-baca-fe5cf3ad7a1b,L,NA,,0.5,,,,,,-2147483641,STIPA
-2147483640,da829abe-94ad-4825-8680-4fa01b1dc7b8,L,NA,,0.5,,,,,,-2147483640,GAYOP
