Index,Spp_GUID,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,Index,Species
-2147483648,11814be3-77a6-47b6-8deb-de4bea486b09,L,TO,,22,,,,,,-2147483648,PIJE
-2147483647,35344058-051f-4a17-a61e-06c1db5a823c,L,TO,,7,,,,,,-2147483647,ABCO
-2147483646,c7392581-5954-4ea3-b9eb-907a9976655b,D,MD,,0.5,,,,,,-2147483646,CECO
-2147483645,c7392581-5954-4ea3-b9eb-907a9976655b,L,LW,,0.5,,,,,,-2147483645,CECO
-2147483644,16a4080d-d81f-47e3-9e0d-664a45d61b23,L,MD,,0.5,,,,,,-2147483644,SALIX
-2147483643,2d19ee3a-1a2e-4fe4-8cbd-95a024a0e627,L,NA,,0.5,,,,,,-2147483643,PECA3
-2147483642,0b2e8fe9-8309-4ab4-807f-f1db3a10ecf5,L,NA,,0.5,,,,,,-2147483642,MONAR2
-2147483641,848849c8-75d9-4942-b591-68143a1be6f2,L,NA,,0.5,,,,,,-2147483641,ELMU3
