IsVerified,QTR,SubFrac,TagNo,Spp_GUID,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
FALSE,,1,224,11814be3-77a6-47b6-8deb-de4bea486b09,L,66.2,13.9,82.7,D,2.4,,3.5,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,PIJE
FALSE,,1,225,35344058-051f-4a17-a61e-06c1db5a823c,D,38.25,2.2,,,,,,,,,5,,,,,,,,,,2.2,,,,,,,,,,,,,"tag burned off, put in a nail to mark dbh",,,,ABCO
FALSE,,1,228,11814be3-77a6-47b6-8deb-de4bea486b09,L,36.1,4.1,61,S,1.6,,1.7,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,PIJE
