SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,682,L,68.7,14.8,1,I,4.25,,FALSE,,100,,,,,,,,,,,,,,0,0.5,0.5,,,,,,,,,,,,,,,QUKE
1,683,L,38.85,10.4,0.5,I,3,,FALSE,,100,,,,,,,,,,,,,,0,1.5,0.5,,,,,,,,,,,,,,,QUKE
1,684,D,9.85,5.9,,,,1,FALSE,,,,,,,,,,,,,,,,2,5.9,95,,,,,,,,,,,,,,,QUKE
1,685,D,8.25,5.8,,,,1,FALSE,,,,,,,,,,,,,,,,2.5,5.8,90,,,,,,,,,,,,,,,QUKE
1,687,L,84.55,16.2,9.2,C,3.5,,FALSE,,20,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,PIJE
1,688,L,75.65,25,13,C,4,,FALSE,,100,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,PIJE
