SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,199,D,54.3,4.4,,,,5,FALSE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,202,L,8.1,5.9,4.3,I,1.75,,FALSE,,60,,,,,,,,,,,,,,0.3,4.5,40,,,,,,,,,,,,,,,QUKE
1,203,L,23.05,7.2,4,I,3.5,,FALSE,,70,,,,,,,,,,,,,,1,4.5,30,,,,,,,,,,,,,,,QUKE
1,204,L,11.35,6.3,3.5,I,2,,FALSE,,60,,,,,,,,,,,,,,0.3,3.1,10,,,,,,,,,,,,,,,QUKE
1,205,L,17.45,6.8,3.8,I,2,,FALSE,,80,,,,,,,,,,,,,,0.5,3,20,,,,,,,,,,,,,,,QUKE
1,206,L,12.85,6.7,3.2,I,2.5,,FALSE,,90,,,,,,,,,,,,,,0.2,2.3,10,,,,,,,,,,,,,,,QUKE
1,207,D,48.4,11,,,,1,FALSE,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,QUKE
1,208,L,61.05,15.2,0.8,C,3.25,,FALSE,,90,,,,,,,,,,,,,,0.6,2,5,,,,,,,,,,,,,,,QUKE
1,209,L,41.1,14.6,1,I,5,,FALSE,,80,,,,,,,,,,,,,,0.4,2,0.5,,,,,,,,,,,,,,,QUKE
1,210,L,10.35,5.2,1,S,1,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,PIJE
1,211,L,63.4,9.8,0.6,I,4,,FALSE,,100,,,,,,,,,,,,,,0,2,0.5,,,,,,,,,,,,,,,QUKE
