SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,131,L,9.8,6.3,1.7,I,1.3,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,132,L,11.35,6.3,2,I,0.8,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,133,L,10.75,7.1,3.2,I,1.8,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,134,L,14.9,8.4,2.2,C,2.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,135,L,11.6,7.3,1.6,I,2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,136,L,9.35,7.5,3.5,I,1.5,,FALSE,,100,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,QUKE
1,137,L,11.4,6.5,2.5,I,2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,138,L,10.45,6.5,2.9,C,2,,FALSE,,90,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,QUKE
1,140,L,9.7,6,3,S,2.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,141,L,15.2,6.5,2,C,2.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,142,L,13.3,6.5,1.8,C,2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,143,L,11.4,6.5,1.5,C,1.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,144,L,8.35,4.5,1.4,I,2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,145,D,44.5,1.4,,,,2,FALSE,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,QUKE
1,146,L,9.6,6.6,2.1,C,2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,147,L,9.6,6.6,4,C,1.3,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,149,L,9.8,6.9,1,C,2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,150,L,9.65,6.4,0.8,C,2.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,151,L,8.35,6.3,1.8,C,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,153,L,29.4,10.7,2.9,C,1.75,,FALSE,,80,,,,,,,,,,,,,,2.5,10,20,,,,,,,,,,,,,,,PIJE
1,156,D,47.65,11.5,,,,3,FALSE,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,QUKE
1,159,L,13.4,7.3,1.2,I,2.25,,FALSE,,80,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,162,L,11.3,7.4,2,I,2,,FALSE,,70,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,163,L,10.8,5,1.4,I,1.5,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,165,L,15.9,7,1.1,I,2.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
