SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,95,D,16.05,3.4,,,,1,FALSE,,,,,,,,,,,,,,,,2.5,3.4,100,,,,,,,,,,,,,,,PIJE
1,96,D,76.95,15.5,,,,2,FALSE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,98,L,24.35,12.9,5.1,C,1.25,,FALSE,,90,,,,,,,,,,,,,,1.7,6,10,,,,,,,,,,,,,,,PIJE
1,99,L,37.45,12.4,4.9,C,1.75,,FALSE,,100,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,PIJE
1,100,L,27.6,10,3.5,I,1.75,,FALSE,,80,,,,,,,,,,,,,,2.7,5.5,20,,,,,,,,,,,,,,,PIJE
1,101,L,11.25,6.2,1.6,I,1,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,103,L,15.8,6.4,2.5,I,1,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,104,L,12,6,2.5,I,1.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,105,L,9.35,5.2,3,I,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,106,L,10.8,7.1,4,I,1.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,107,L,13.25,7.2,3.5,I,1,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,108,L,9.8,7,2,I,1.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,109,L,23.15,9.9,2.4,C,1.25,,FALSE,,70,,,,,,,,,,,,,,0.62,4.5,30,,,,,,,,,,,,,,,PIJE
1,110,L,16.1,6.9,2.1,I,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,111,L,44.3,12.9,0.4,C,4,,FALSE,,100,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,QUKE
1,112,L,55.4,13,1.6,C,3,,FALSE,,100,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,QUKE
1,113,L,50.55,7.6,1.8,I,2.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,114,L,15.1,5.2,0.1,S,1.25,,FALSE,,90,,,,,,,,,,,,,,0.55,1.2,5,,,,,,,,,,,,,,,PIJE
1,115,L,45.2,12.2,4,C,3.75,,FALSE,,80,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,QUKE
