SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,212,L,49.3,13.8,3.5,C,6.4,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,213,L,38.65,8.4,1.6,C,4.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,214,D,20.8,4.2,,,,5,FALSE,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,QUKE
1,215,D,36.65,11,,,,2,FALSE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,216,L,35.15,11.2,1,C,3.5,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,217,L,13.4,4.6,2.3,I,1.2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,PIJE
1,218,L,24.05,7.8,1.1,I,1.8,,FALSE,,100,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,PIJE
1,220,L,63.3,9,2.8,C,3.6,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,221,L,49.1,9.6,2.1,C,4.2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,222,L,26.6,12.6,4.4,C,1.9,,FALSE,,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,PIJE
1,223,L,19,6.2,3.6,I,2.15,,FALSE,,100,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,PIJE
1,224,L,91.05,10.8,3.2,C,6.1,,FALSE,,80,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
