SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,95,L,17.75,3.4,0.5,S,1.6,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,PIJE
1,96,D,77.1,15.6,,,,1,FALSE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,98,L,23.5,12.8,5,C,1.8,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,PIJE
1,99,L,36.8,12,5.1,C,2,,FALSE,,100,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,PIJE
1,100,L,26.9,9.6,2.8,I,1.8,,FALSE,,100,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,PIJE
1,101,L,10.6,6.1,3.2,I,1.6,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,103,L,14.7,6.3,2.5,I,1.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,104,L,11.3,6,4.5,I,1,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,105,L,8.85,5.1,3.5,I,1.95,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,106,L,10.25,7,5.2,I,1.2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,107,L,12.6,7.1,3,I,1.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,108,L,9.4,7,2.7,I,1.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,109,L,21.9,9.8,2.7,C,1.9,,FALSE,,100,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,PIJE
1,110,L,15.6,6.9,1.5,I,2.4,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,111,L,43.75,12.8,1,C,4,,FALSE,,100,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,QUKE
1,112,L,55.3,12.9,1.6,C,4,,FALSE,,100,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,QUKE
1,113,L,49,7.4,1.8,I,2,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,114,L,16.4,5.1,0.5,S,1.55,,FALSE,,90,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,PIJE
1,115,L,44.7,11.9,2.1,C,5,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
