SubFrac,TagNo,Status,DBH,Ht,LiCrBHt,CrwnCl,CrwnRad,DecayCl,IsVerified,QTR,CrwnRto,CrFuBHt,Age,GrwthRt,Mort,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Species
1,131,L,9.65,6.1,3.6,I,1.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,132,L,10.7,6.2,1.6,I,1.6,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,133,L,10.7,6.9,1.4,I,1.2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,134,L,14.4,7.8,5.5,C,2.25,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,135,L,11.05,7.2,1.7,I,2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,136,L,8.95,7.4,4,I,2,,FALSE,,90,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,137,L,11.1,6.5,2.5,I,2,,FALSE,,60,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,138,L,9.7,6.7,3,C,1.75,,FALSE,,80,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,140,L,9.05,6.1,2.8,S,1.5,,FALSE,,70,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,141,L,14.5,5.9,2.2,C,2.1,,FALSE,,70,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,142,L,12.35,5.9,2.5,C,1,,FALSE,,80,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,143,L,10.9,5.9,1.4,C,1.75,,FALSE,,80,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,144,L,7.95,5.3,1.2,I,2.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,145,L,59,6.6,1.4,C,3.25,,FALSE,,60,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,146,L,9.05,6.2,2,I,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,147,L,9.1,6.5,2,C,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,149,L,8.65,6.9,1.8,C,1,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,150,L,8.8,6.6,0.8,C,0.9,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,151,L,7.65,6.1,2.4,C,0.9,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,153,L,28.4,10.6,3.5,C,2.25,,FALSE,,90,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,PIJE
1,156,D,60.05,11.5,,,,2,FALSE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,159,L,11.35,7.2,0.8,I,2.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,162,L,10,6.4,1.5,I,1.75,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,163,L,10,5,1.3,I,2.25,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
1,165,L,15.05,6.6,1.4,I,2.5,,FALSE,,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,QUKE
