Index,Spp_GUID,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,Index,Species
-2147483648,a7bf19df-35ed-4691-8ca5-4e4e2a426665,L,TO,,57.5,,,,,,-2147483648,QUKE
-2147483647,a7bf19df-35ed-4691-8ca5-4e4e2a426665,D,TO,,0.5,,,,,,-2147483647,QUKE
-2147483646,a7bf19df-35ed-4691-8ca5-4e4e2a426665,L,SA,,2,,,,,,-2147483646,QUKE
-2147483645,a7bf19df-35ed-4691-8ca5-4e4e2a426665,L,SE,,0.5,,,,,,-2147483645,QUKE
-2147483644,50b2af91-9399-4dda-82e5-6eb0f20b7b96,L,TO,,1,,,,,,-2147483644,PIJE
-2147483643,50b2af91-9399-4dda-82e5-6eb0f20b7b96,L,SE,,0.5,,,,,,-2147483643,PIJE
-2147483642,8c05246c-bf5c-4d53-9d2f-8751829c726f,L,MD,,5.5,,,,,,-2147483642,CEPA
-2147483641,8c05246c-bf5c-4d53-9d2f-8751829c726f,L,TL,,8,,,,,,-2147483641,CEPA
-2147483640,9b1f7d75-05d8-40a4-b485-f0bb3783c097,L,MD,,4,,,,,,-2147483640,ROCA2
-2147483639,9b1f7d75-05d8-40a4-b485-f0bb3783c097,L,LW,,0.5,,,,,,-2147483639,ROCA2
-2147483638,af962090-d204-4953-91c6-4a9cc7f1f9a5,L,LW,,0.5,,,,,,-2147483638,ERCO25
-2147483637,8c05246c-bf5c-4d53-9d2f-8751829c726f,L,LW,,0.5,,,,,,-2147483637,CEPA
-2147483636,e78cc19f-5c3b-40d0-afcc-55f43d726a65,L,NA,,1,,,,,,-2147483636,BRTE
-2147483635,16ecbe53-51a4-4dc7-980d-09a2d6676e80,L,NA,,0.5,,,,,,-2147483635,CLARK
-2147483634,fbf4ce7a-f631-45a4-b4d9-0839036d7279,L,NA,,0.5,,,,,,-2147483634,BRASS2
